A;owner;project_name;days_until_stale;days_until_close;stale_label
4;PowerShell;xWordPress; 14; 40; abandoned
7;paulcbetts;splat; 60; 7; waiting
3;paulcbetts;splat; 60; 7; waiting
4;nginx-shib;shibboleth-fastcgi; 60; 7;
6;nginx-shib;shibboleth-fastcgi; 60; 7;
6;khbrst;khbrst.github.io; 30; 7;
4;khbrst;khbrst.github.io; 30; 7;
8;khbrst;khbrst.github.io; 30; 7;
9;khbrst;khbrst.github.io; 30; 7;
6;khbrst;khbrst.github.io; 30; 7;
3;khbrst;khbrst.github.io; 30; 7;
0;khbrst;khbrst.github.io; 30; 7;
5;khbrst;khbrst.github.io; 30; 7;
2;khbrst;khbrst.github.io; 30; 7;
9;khbrst;khbrst.github.io; 30; 7;
6;khbrst;khbrst.github.io; 30; 7;
8;khbrst;khbrst.github.io; 30; 7;
3;khbrst;khbrst.github.io;;;
3;khbrst;khbrst.github.io; 30; 7;
9;khbrst;khbrst.github.io; 30; 7;
5;khbrst;khbrst.github.io; 30; 7;
0;jeffreydwalter;arlo; 31; 14; stale
9;storybooks;react-storybook; 45; 45; inactive
2;storybooks;react-storybook; 55; 5; inactive
8;storybooks;react-storybook; 85; 5; inactive
0;storybooks;react-storybook; 85; 5; inactive
2;storybooks;react-storybook; 85; 5; inactive
2;storybooks;react-storybook; 85; 5; inactive
8;storybooks;react-storybook; 85; 5; inactive
4;storybooks;react-storybook; 85; 5; inactive
6;storybooks;react-storybook; 85; 5; inactive
7;storybooks;react-storybook; 85; 5; inactive
0;storybooks;react-storybook; 85; 5; inactive
3;storybooks;react-storybook; 85; 5; inactive
5;storybooks;react-storybook; 88; 2; inactive
3;storybooks;react-storybook; 88; 2; inactive
7;storybooks;react-storybook; 45; 15; inactive
8;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
3;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
2;storybooks;react-storybook; 45; 15; inactive
7;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
7;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
8;storybooks;react-storybook; 45; 15; inactive
2;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
4;storybooks;react-storybook; 45; 15; inactive
0;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
8;storybooks;react-storybook; 45; 15; inactive
8;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
4;storybooks;react-storybook; 45; 15; inactive
7;storybooks;react-storybook; 45; 15; inactive
7;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
0;storybooks;react-storybook; 45; 15; inactive
7;storybooks;react-storybook; 45; 15; inactive
7;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
4;storybooks;react-storybook; 45; 15; inactive
9;storybooks;react-storybook; 45; 15; inactive
5;storybooks;react-storybook; 45; 15; inactive
3;storybooks;react-storybook; 45; 15; inactive
6;storybooks;react-storybook; 21; 30; inactive
3;storybooks;react-storybook; 21; 30; inactive
3;storybooks;react-storybook; 21; 30; inactive
6;storybooks;react-storybook; 21; 30; inactive
6;storybooks;react-storybook; 21; 30; inactive
8;storybooks;react-storybook; 21; 30; inactive
0;storybooks;react-storybook; 21; 30; inactive
2;storybooks;react-storybook; 21; 30; inactive
7;storybooks;react-storybook; 21; 30; inactive
6;storybooks;react-storybook; 21; 30; inactive
5;storybooks;react-storybook; 21; 30; inactive
8;storybooks;react-storybook; 21; 30; inactive
0;storybooks;react-storybook; 21; 30; inactive
0;storybooks;react-storybook; 21; 30; inactive
2;storybooks;react-storybook; 21; 30; inactive
9;storybooks;react-storybook; 21; 30; inactive
3;storybooks;react-storybook; 21; 30; inactive
7;storybooks;react-storybook; 21; 30; inactive
3;storybooks;react-storybook; 21; 30; inactive
7;storybooks;react-storybook; 21; 30; inactive
0;storybooks;react-storybook; 21; 30; inactive
0;storybooks;react-storybook; 21; 30; inactive
2;storybooks;react-storybook; 21; 30; inactive
8;PeptoneInc;dspp-keras; 60; 7; wontfix
5;PowerShell;xPowerShellExecutionPolicy; 14; 40; abandoned
6;csirtgadgets;bearded-avenger-deploymentkit; 45; 7; wontfix
6;csirtgadgets;bearded-avenger-deploymentkit; 45; 7; wontfix
5;stnava;ANTs; 60; 7; wontfix
5;stnava;ANTs; 60; 7; stale
1;stnava;ANTs; 60; 7; stale
5;schacon;ruby-git; 60; 7; wontfix
4;AjuntamentdeBarcelona;decidim; 60; 7;
7;AjuntamentdeBarcelona;decidim; 60; 7;
2;AjuntamentdeBarcelona;decidim; 60; 7;
8;fjmorant;react-native-nested-listview; 60; 7; wontfix
9;wso2;carbon-device-mgt-plugins; 10; 5; Resolution
8;wso2;carbon-device-mgt-plugins; 10; 5; Resolution
0;wso2;carbon-device-mgt-plugins; 10; 5; Resolution
8;wso2;carbon-device-mgt-plugins; 10; 5; Resolution
9;wso2;carbon-device-mgt-plugins; 10;; Resolution
0;wso2;carbon-device-mgt-plugins; 10;; Resolution
9;pfnet;chainer; 90; 30; stale
8;pfnet;chainer; 90; 30; stale
8;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
6;pfnet;chainer; 90; 30; stale
4;pfnet;chainer; 90; 30; stale
8;pfnet;chainer; 90; 30; stale
1;pfnet;chainer; 90; 30; stale
6;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
4;pfnet;chainer; 90; 30; stale
4;pfnet;chainer; 90; 30; stale
6;pfnet;chainer; 90; 30; stale
1;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
3;pfnet;chainer; 90; 30; stale
6;pfnet;chainer; 90; 30; stale
8;pfnet;chainer; 90; 30; stale
2;pfnet;chainer; 90; 30; stale
5;pfnet;chainer; 90; 30; stale
3;pfnet;chainer; 90; 30; stale
0;pfnet;chainer; 90; 30; stale
1;pfnet;chainer; 90; 30; stale
6;pfnet;chainer; 90; 30; stale
2;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
1;pfnet;chainer; 90; 30; stale
9;pfnet;chainer; 90; 30; stale
4;pfnet;chainer; 90; 30; stale
3;pfnet;chainer; 90; 30; stale
0;pfnet;chainer; 90; 30; stale
4;pfnet;chainer; 90; 30; stale
5;pfnet;chainer; 90; 30; stale
8;pfnet;chainer; 90; 30; stale
8;pfnet;chainer; 90; 30; stale
4;pfnet;chainer; 90; 30; stale
0;DemonWav;MinecraftDevIntelliJ; 30; 7;
6;DemonWav;MinecraftDevIntelliJ; 30; 7;
7;DemonWav;MinecraftDevIntelliJ; 30; 7;
1;DemonWav;MinecraftDevIntelliJ; 30; 7;
7;DemonWav;MinecraftDevIntelliJ; 30; 14;
3;DemonWav;MinecraftDevIntelliJ; 30; 14;
8;DemonWav;MinecraftDevIntelliJ; 30; 14;
6;mmistakes;minimal-mistakes; 30; 7;
2;mmistakes;minimal-mistakes; 30; 7;
3;mmistakes;minimal-mistakes; 30; 7;
5;mmistakes;minimal-mistakes; 30; 7;
6;mmistakes;minimal-mistakes; 30; 7;
4;mmistakes;minimal-mistakes; 30; 7;
2;mmistakes;minimal-mistakes; 30; 7;
8;mmistakes;minimal-mistakes; 30; 7;
8;mmistakes;minimal-mistakes; 30; 7;
1;mmistakes;minimal-mistakes; 30; 7;
7;mmistakes;minimal-mistakes; 30; 7;
8;mmistakes;minimal-mistakes; 30; 7;
8;mmistakes;minimal-mistakes; 30; 7;
0;LinioIT;mail; 3;; stale
4;WaterfallMC;Waterfall; 60; 7;
1;WaterfallMC;Waterfall; 60; 7;
0;rematch;rematch; 90; 30; wontfix
4;mrBussy;mrbussy.github.io; 30; 7;
6;mrBussy;mrbussy.github.io; 30; 7;
8;mrBussy;mrbussy.github.io; 30; 7;
6;mrBussy;mrbussy.github.io; 30; 7;
8;mrBussy;mrbussy.github.io; 30; 7;
6;exercism;xpython; 21; 7; on
1;exercism;xpython; 60; 7; on
5;exercism;xpython; 21; 7; abandoned
5;exercism;xpython; 21; 7; abandoned
8;gdavila;gdavila.github.io; 30; 7;
7;gdavila;gdavila.github.io; 30; 7;
7;gdavila;gdavila.github.io; 30; 7;
3;gdavila;gdavila.github.io; 30; 7;
5;gdavila;gdavila.github.io; 30; 7;
3;gdavila;gdavila.github.io; 30; 7;
3;gdavila;gdavila.github.io; 30; 7;
5;gdavila;gdavila.github.io; 30; 7;
5;mattstratton;probablyfine; 60; 7; wontfix
7;mattstratton;probablyfine; 60; 120; wontfix
3;tekezo;Karabiner-Elements; 60; 7; stale
2;Sylius;Sylius; 90; 7; Stale
5;Sylius;Sylius; 90; 7; Stale
5;Sylius;Sylius; 90; 7; Stale
4;Sylius;Sylius; 90; 7; Stale
2;Sylius;Sylius; 90; 7; Stale
2;Sylius;Sylius; 90; 7; Stale
0;Sylius;Sylius; 90; 7; Stale
8;Sylius;Sylius; 90; 7; Stale
5;Sylius;Sylius; 90; 7; Stale
6;Sylius;Sylius; 90; 7; Stale
2;Sylius;Sylius; 90; 7; Stale
5;Sylius;Sylius; 90; 7; Stale
7;Sylius;Sylius; 90; 7; Stale
2;Sylius;Sylius; 90; 7; Stale
1;Sylius;Sylius; 90; 7; Stale
1;Sylius;Sylius; 90; 7; Stale
3;Sylius;Sylius; 90; 7; Stale
4;Sylius;Sylius; 90; 7; Stale
1;Aceheliflyer;AceBot; 14; 7;
8;Aceheliflyer;AceBot; 14; 7;
3;Blizzard;node-rdkafka; 90; 7; stale
2;zsdonghao;tensorlayer; 30; 15;
0;zsdonghao;tensorlayer; 30; 15;
2;zsdonghao;tensorlayer; 30; 15;
7;BenEmdon;CenteredCollectionView; 360; 7; stale
8;benbalter;wordpress-to-jekyll-exporter; 60; 7; wontfix
9;benbalter;wordpress-to-jekyll-exporter; 60; 7; wontfix
6;benbalter;wordpress-to-jekyll-exporter; 60; 7; wontfix
1;github;linguist; 30; 14; Stale
8;github;linguist; 30; 14; Stale
3;phpmyadmin;sql-parser; 60; 7; wontfix
0;phpmyadmin;sql-parser; 60; 7; wontfix
5;npds;npds_dune; 60; 7; wontfix
4;npds;npds_dune; 60; 7; wontfix
9;PlagueHO;ciSCSI; 14; 40; abandoned
9;PlagueHO;ciSCSI; 14; 40; abandoned
5;galetahub;ckeditor; 60; 7; wontfix
9;atom;sort-lines; 180; 14; stale
9;atom;sort-lines; 180; 14; stale
6;atom;sort-lines; 180; 14; stale
8;atom;sort-lines; 180; 14; stale
9;gorilla;feeds; 60; 7; stale
4;svemaraju;svemaraju.github.io; 60; 7; wontfix
2;idehub;react-native-google-analytics-bridge; 60; 7; wontfix
4;LinioIT;database; 3;; stale
8;ssbc;emoji-server; 60; 7; stale
7;db-migrate;node-db-migrate; 30; 7; wontfix
3;db-migrate;node-db-migrate; 30; 7; stale
4;PowerShell;xHyper-V; 14; 40; abandoned
5;Ikulagin;ikulagin.github.io; 30; 7;
8;benbalter;jekyll-avatar; 60; 7; wontfix
2;benbalter;jekyll-avatar; 60; 7; wontfix
1;openatx;uiautomator2; 30; 2; wontfix
5;apache;beam; 60; 7;
8;apache;beam; 60; 7;
3;apache;beam; 60; 7;
1;apache;beam; 60; 7; stale
1;apache;beam; 60; 7; stale
5;apache;beam; 60; 7; stale
3;lc-soft;LCUI; 15; 7; stale
8;lc-soft;LCUI; 90; 30; stale
9;lc-soft;LCUI; 90; 30; stale
9;lc-soft;LCUI; 90; 30; stale
5;mikedeboer;node-github; 28; 7; stale
0;exercism;xdelphi;;;
5;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
0;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
4;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
5;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
2;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
0;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
2;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
4;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
2;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
5;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
0;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
7;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
8;LesliePajuelo;LesliePajuelo.github.io; 30; 7;
1;PyGithub;PyGithub; 60; 7; wontfix
1;PyGithub;PyGithub; 60; 7; stale
4;Vel0x;vel0x.github.io; 30; 7;
8;Vel0x;vel0x.github.io; 30; 7;
5;Vel0x;vel0x.github.io; 30; 7;
4;Vel0x;vel0x.github.io; 30; 7;
2;Vel0x;vel0x.github.io; 30; 7;
0;Vel0x;vel0x.github.io; 30; 7;
2;Vel0x;vel0x.github.io; 30; 7;
4;Vel0x;vel0x.github.io; 30; 7;
6;Vel0x;vel0x.github.io; 30; 7;
4;Vel0x;vel0x.github.io; 30; 7;
6;Vel0x;vel0x.github.io; 30; 7;
5;Vel0x;vel0x.github.io; 30; 7;
8;Vel0x;vel0x.github.io; 30; 7;
1;Vel0x;vel0x.github.io; 30; 7;
1;Vel0x;vel0x.github.io;;;
4;Homebrew;homebrew-bundle; 21; 7; stale
6;Homebrew;homebrew-bundle; 21; 7; stale
2;PowerShell;xRobocopy; 14; 40; abandoned
5;babel;babel-preset-env; 60; 7; stale
3;SVProgressHUD;SVProgressHUD; 180; 14; stale
8;ssbc;ssb-search; 60; 7; stale
9;ocadotechnology;aimmo; 60; 14; stale
8;Laravel-Backpack;base; 60; 14; stale
0;Laravel-Backpack;base; 60; 14; stale
0;Laravel-Backpack;base; 60; 14; stale
2;Laravel-Backpack;base; 60; 14; stale
4;auth0-extensions;auth0-user-invite-extension;;;
7;crewjam;saml; 60; 7; wontfix
5;ssbc;ssb-names; 60; 7; stale
7;ssbc;ssb-names; 60; 7; stale
7;prebid;Prebid.js; 14; 7; wontfix
7;prebid;Prebid.js; 14; 7; stale
8;PowerShell;DscResources; 14; 40; abandoned
6;PowerShell;DscResources; 14; 40; abandoned
2;PowerShell;DscResources; 14; 40; abandoned
6;PowerShell;DscResources; 14; 40; abandoned
6;feross;standard; 90; 7; stale
3;feross;standard; 90; 7; stale
8;feross;standard; 90; 7; stale
2;imolorhe;altair; 60; 7; wontfix
5;imolorhe;altair; 60; 7; wontfix
5;imolorhe;altair; 60; 7; wontfix
4;imolorhe;altair; 60; 7; wontfix
7;AdmiringWorm;Faker.NET.Portable; 60; 7; Pending
2;AdmiringWorm;Faker.NET.Portable; 60; 7; Pending
1;basecamp;trix; 90; 7; stale
6;probot;stale;;;
4;probot;stale;;;
5;ssbc;ssb-testnet; 60; 7; stale
5;moonlight-stream;moonlight-android; 90; 7; stale
5;lesserwhirls;lesserwhirls.github.io; 30; 7;
2;lesserwhirls;lesserwhirls.github.io; 30; 7;
2;lesserwhirls;lesserwhirls.github.io; 30; 7;
1;lesserwhirls;lesserwhirls.github.io; 30; 7;
4;lesserwhirls;lesserwhirls.github.io; 30; 7;
9;lesserwhirls;lesserwhirls.github.io; 30; 7;
1;lesserwhirls;lesserwhirls.github.io; 30; 7;
5;lesserwhirls;lesserwhirls.github.io; 30; 7;
4;lesserwhirls;lesserwhirls.github.io; 30; 7;
6;lesserwhirls;lesserwhirls.github.io; 30; 7;
9;lesserwhirls;lesserwhirls.github.io; 30; 7;
2;lesserwhirls;lesserwhirls.github.io; 30; 7;
4;lesserwhirls;lesserwhirls.github.io; 30; 7;
6;SpoonX;wetland; 60; 7; wontfix
1;SpoonX;wetland; 60; 7; wontfix
2;MyEtherWallet;MyEtherWallet; 60; 10; stale
3;MyEtherWallet;MyEtherWallet; 60; 10; stale
4;MyEtherWallet;MyEtherWallet; 60; 10; stale
6;MyEtherWallet;MyEtherWallet; 60; 10; stale
0;MyEtherWallet;MyEtherWallet; 60; 10; stale
7;pages-themes;hacker; 60; 7; wontfix
3;obiba;agate; 60; 7; wontfix
8;obiba;agate; 60; 7; wontfix
8;Homebrew;brew; 21; 7; stale
5;Homebrew;brew; 21; 7; stale
5;DanSnow;vue-recaptcha; 60; 7; wontfix
2;phpmyadmin;shapefile; 60; 7; wontfix
1;webtorrent;webtorrent; 120; 7;
2;webtorrent;webtorrent; 120; 7;
7;webtorrent;webtorrent; 120; 7;
9;webtorrent;webtorrent; 120; 7; stale
1;webtorrent;webtorrent; 120; 7; wontfix
7;webtorrent;webtorrent; 120; 7; wontfix
6;webtorrent;webtorrent; 120; 7; stale
1;webtorrent;webtorrent; 120; 7; stale
7;webtorrent;webtorrent; 90; 7; stale
3;webtorrent;webtorrent; 90; 7; stale
1;webtorrent;webtorrent; 90; 7; stale
2;wireload;screenly-ose; 60; 7; wontfix
0;wireload;screenly-ose; 60; 7; stale
5;maliceio;malice; 60; 7; wontfix
1;hakanensari;vacuum; 60; 7; wontfix
2;wordpress-mobile;WordPress-iOS; 365;;
6;wordpress-mobile;WordPress-iOS; 365;;
9;wordpress-mobile;WordPress-iOS; 365;;
4;wordpress-mobile;WordPress-iOS; 365;;
5;wordpress-mobile;WordPress-iOS; 365;;
8;wordpress-mobile;WordPress-iOS; 365;;
8;CherrySquid;CherrySquid.github.io; 30; 7;
0;PowerShell;xComputerManagement; 14; 40; abandoned
6;PowerShell;xComputerManagement; 14; 40; abandoned
7;mauron85;react-native-background-geolocation; 120; 7; stale
7;mauron85;react-native-background-geolocation; 180; 7; stale
4;website-scraper;node-website-scraper; 60; 7; wontfix
5;b4b4r07;enhancd; 7; 7; waiting
1;b4b4r07;enhancd; 7; 14; stale
0;darkblank;darkblank.github.io; 30; 7;
9;darkblank;darkblank.github.io; 30; 7;
1;darkblank;darkblank.github.io; 30; 7;
3;darkblank;darkblank.github.io; 30; 7;
7;darkblank;darkblank.github.io; 30; 7;
3;darkblank;darkblank.github.io; 30; 7;
8;darkblank;darkblank.github.io; 30; 7;
0;darkblank;darkblank.github.io; 30; 7;
9;securestate;king-phisher-templates; 7; 7; stale
4;minishift;minishift; 60; 14; status
6;PowerShell;xStorage; 14; 40; abandoned
4;PowerShell;xStorage; 14; 40; abandoned
4;poldracklab;mriqc; 100; 7; stale
9;poldracklab;mriqc; 100; 7; stale
0;poldracklab;mriqc; 100; 7; stale
9;poldracklab;mriqc; 100; 7; stale
4;poldracklab;mriqc; 100; 7; stale
7;poldracklab;mriqc; 100; 7; stale
8;poldracklab;mriqc; 100; 7; stale
6;poldracklab;mriqc; 100; 7; stale
7;Ubuntu-Solutions-Engineering;conjure; 120; 7; wontfix
7;Ubuntu-Solutions-Engineering;conjure; 120; 7; wontfix
5;Ubuntu-Solutions-Engineering;conjure; 120; 7; wontfix
2;benbalter;licensee; 60; 7; wontfix
4;benbalter;licensee; 60; 7; wontfix
6;benbalter;licensee; 60; 7; wontfix
7;benbalter;licensee; 60; 7; wontfix
3;benbalter;licensee; 60; 7; wontfix
8;benbalter;licensee; 60; 7; wontfix
6;rsim;ruby-plsql; 60; 7; wontfix
7;rsim;ruby-plsql; 60; 7; wontfix
3;rcarrata;rcarrata.github.io; 30; 7;
7;rcarrata;rcarrata.github.io; 30; 7;
9;rcarrata;rcarrata.github.io; 30; 7;
1;rcarrata;rcarrata.github.io; 30; 7;
3;Factual;kudos; 90; 14; stale
4;Factual;kudos; 90; 14; stale
5;Factual;kudos; 90; 14; stale
3;Factual;kudos; 90; 14; stale
9;Factual;kudos; 90; 14; stale
0;TransitApp;SVProgressHUD; 180; 14; stale
2;omahajs;applied; 60; 7; wontfix
4;exercism;xcrystal;;;
9;exercism;xcrystal; 180; 7; stale
5;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
8;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
9;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
1;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
2;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
5;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
1;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
9;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
0;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
3;vtrnnhlinh;vtrnnhlinh.github.io;;;
8;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
8;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
7;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
1;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
7;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
3;vtrnnhlinh;vtrnnhlinh.github.io; 30; 7;
6;labstack;echo; 60; 7; wontfix
4;benbalter;jekyll-relative-links; 60; 7; wontfix
5;benbalter;jekyll-relative-links; 60; 7; wontfix
4;trinityfx;trinity; 366; 42; stale
1;trinityfx;trinity; 366; 42; stale
0;Factual;kudos21; 90; 14; stale
1;Factual;kudos21; 90; 14; stale
6;Factual;kudos21; 90; 14; stale
5;Factual;kudos21; 90; 14; stale
6;Factual;kudos21; 90; 14; stale
0;JeffreyWay;laravel-mix; 60; 7; stale
1;JeffreyWay;laravel-mix; 60; 3; stale
5;parallel-js;parallel.js; 60; 7;
4;mmistakes;so-simple-theme; 30; 7;
4;mmistakes;so-simple-theme; 30; 7;
2;xuhdev;vim-latex-live-preview; 90; 30; stale
5;PowerShell;xRemoteDesktopSessionHost; 14; 40; abandoned
5;pressbooks;pressbooks; 60; 7; stale
0;pressbooks;pressbooks;;;
4;pressbooks;pressbooks; 60; 7; wontfix
1;pressbooks;pressbooks; 60; 7; wontfix
5;typo3-themes;theme_bootstrap4;;;
6;RasaHQ;rasa_nlu; 90; 7; stale
6;RasaHQ;rasa_nlu; 90; 7; stale
4;RasaHQ;rasa_nlu; 90; 7; stale
0;RasaHQ;rasa_nlu; 90; 7; stale
1;RasaHQ;rasa_nlu; 90; 7; stale
4;RasaHQ;rasa_nlu; 90; 7; stale
8;RasaHQ;rasa_nlu; 90; 7; stale
1;RasaHQ;rasa_nlu; 90; 7; stale
1;mobxjs;mobx-state-tree; 10; 4; stale
3;mobxjs;mobx-state-tree; 10; 4; stale
7;mobxjs;mobx-state-tree; 10; 4; stale
0;mobxjs;mobx-state-tree; 10; 4; stale
7;wso2-incubator;product-iot-server; 10; 5; Resolution
2;wso2-incubator;product-iot-server; 10; 5; Resolution
7;wso2-incubator;product-iot-server; 10; 5; Resolution
0;wso2-incubator;product-iot-server; 10; 5; Resolution
6;wso2-incubator;product-iot-server; 10; 5; Resolution
1;wso2-incubator;product-iot-server; 10;; Resolution
0;wso2-incubator;product-iot-server; 10;; Resolution
1;PowerShell;xSCOM; 14; 40; abandoned
9;decidim;decidim; 60; 7;
4;decidim;decidim; 60; 7;
0;decidim;decidim; 60; 7;
8;abraxasyu;abraxasyu.github.io; 60; 7; wontfix
6;ankane;chartkick.js; 7; 7; stale
7;rook;rook; 90; 7; wontfix
5;rook;rook; 90; 7; wontfix
2;acemod;ace3-misc; 120; 30; wontfix
7;acemod;ace3-misc; 120; 30; stale
5;acemod;ace3-misc; 90; 7; wontfix
3;acemod;ace3-misc; 90; 7; inactive
4;frctl;fractal; 60; 7; wontfix
3;frctl;fractal; 60; 7; wontfix
6;frctl;fractal; 60; 7; inactive
2;frctl;fractal; 60; 7; wontfix
3;frctl;fractal; 60; 7; inactive
8;frctl;fractal; 60; 7; inactive
7;frctl;fractal; 60; 7; inactive
0;kategolden;kategolden.github.io; 30; 7;
6;kategolden;kategolden.github.io; 30; 7;
0;kategolden;kategolden.github.io; 30; 7;
6;kategolden;kategolden.github.io; 30; 7;
4;kategolden;kategolden.github.io; 30; 7;
7;kategolden;kategolden.github.io; 30; 7;
9;kategolden;kategolden.github.io; 30; 7;
2;kategolden;kategolden.github.io; 30; 7;
7;rsim;oracle-enhanced; 60; 7; wontfix
0;rsim;oracle-enhanced; 60; 7; wontfix
1;rsim;oracle-enhanced; 60; 7; wontfix
8;rsim;oracle-enhanced; 60; 7; wontfix
9;rsim;oracle-enhanced; 60; 7; wontfix
7;rsim;oracle-enhanced; 60; 7; wontfix
5;rsim;oracle-enhanced; 60; 7; wontfix
2;moonlight-stream;moonlight-chrome; 90; 7; stale
8;moonlight-stream;moonlight-chrome; 90; 7; stale
2;brynary;rack-test; 60; 7; wontfix
5;PowerShell;xDatabase; 14; 40; abandoned
4;McJty;LostCities; 100000; 14;
5;Azure;azure-quickstart-templates; 30; 7; awaiting
8;Azure;azure-quickstart-templates; 30; 7; awaiting
7;Azure;azure-quickstart-templates; 30; 7; awaiting
1;Azure;azure-quickstart-templates; 30; 7; awaiting
0;Azure;azure-quickstart-templates; 30; 7; awaiting
8;Azure;azure-quickstart-templates; 30; 7; review
7;Azure;azure-quickstart-templates; 30; 7; review
4;Azure;azure-quickstart-templates; 30; 7; review
3;Azure;azure-quickstart-templates; 30; 7; review
5;Azure;azure-quickstart-templates; 30; 7; review
3;Azure;azure-quickstart-templates; 30; 7; review
1;Azure;azure-quickstart-templates; 30; 7; review
1;BlakeWilliams;rails;;; wontfix
7;BlakeWilliams;rails;;; stale
7;BlakeWilliams;rails; 90; 7; stale
3;BlakeWilliams;rails; 90; 7; stale
1;BlakeWilliams;rails; 90; 7; stale
9;BlakeWilliams;rails; 90; 7; stale
7;BlakeWilliams;rails; 90; 7; stale
0;BlakeWilliams;rails; 90; 7; stale
2;BlakeWilliams;rails; 90; 7; stale
7;Semantic-Org;Semantic-UI-React; 90; 30; stale
9;Semantic-Org;Semantic-UI-React; 90; 90; stale
2;Semantic-Org;Semantic-UI-React; 180; 180; stale
9;simont77;fakegato-history; 60; 7; stale
8;simont77;fakegato-history; 60; 7; stale
8;simont77;fakegato-history; 60; 7; stale
5;stoe;pdfify-node; 30; 7; wontfix
3;stoe;pdfify-node; 30; 7; wontfix
6;mapbox;mapbox-java; 60;; Archived
5;mapbox;mapbox-java; 60; 0; Archived
5;mapbox;mapbox-java; 60;; Archived
0;mapbox;mapbox-java; 60;; Archived
7;PowerShell;xWinEventLog; 14; 40; abandoned
2;PowerShell;xAzurePack; 14; 40; abandoned
5;oppia;oppia; 30; 7; stale
5;oppia;oppia; 7; 7; stale
6;oppia;oppia; 10; 7; stale
6;gorilla;sessions; 60; 7; stale
3;github;hubot; 90; 7; stale
3;github;hubot; 90; 7; stale
7;github;hubot; 90; 7; stale
3;pqrs-org;KE-complex_modifications; 60; 7; stale
5;tony;tmuxp; 60; 7; stale
1;PowerShell;xSCSPF; 14; 40; abandoned
6;librenms;librenms; 60; 7; Wontfix
3;renesansz;discord-greeter-bot; 60; 7; wontfix
3;OWASP;pipeline; 60; 7; stale
7;OWASP;pipeline; 60; 7; stale
8;OWASP;pipeline; 60; 7; stale
1;OWASP;pipeline; 60;; stale
0;OWASP;pipeline; 60;; stale
7;ShareX;ShareX; 180; 7; Stale
2;mmanela;chutzpah; 90; 7; wontfix
7;mmanela;chutzpah; 90; 7; wontfix
8;mmanela;chutzpah; 90; 30; wontfix
6;palantir;http-remoting; 60; 7; stale
6;WildGums;LogViewer; 60; 7; wontfix
6;WildGums;LogViewer; 60; 7; wontfix
2;WildGums;LogViewer; 60; 7; wontfix
5;pH7Software;pH7-Social-Dating-CMS; 21; 7;
3;pH7Software;pH7-Social-Dating-CMS; 21; 7;
6;pH7Software;pH7-Social-Dating-CMS; 21; 7;
9;pH7Software;pH7-Social-Dating-CMS; 21; 7;
