A;owner;project_name;days_until_stale;days_until_close;stale_label
1;viddo;atom-textual-velocity;;;
2;yahoo;ember-intl; 60; 7; stale
7;hamidfzm;Flask-HTMLmin; 30; 7; wontfix
9;hamidfzm;Flask-HTMLmin; 30; 3; wontfix
8;giulio92;GLTableCollectionView; 60; 7; closed
3;giulio92;GLTableCollectionView; 60; 7; standby
5;CHEF-KOCH;NoScript-Whitelist; 30; 7;
0;akiran;react-slick; 360; 1; stale
8;akiran;react-slick; 180; 7; stale
6;akiran;react-slick; 360; 7; stale
7;erickrdch;grunt-string-replace; 60; 7; wontfix
9;erickrdch;grunt-string-replace; 60; 7; wontfix
2;ssbc;ssb-config; 60; 7; stale
3;goreleaser;releaser; 60; 7; wontfix
6;goreleaser;releaser; 60; 7; wontfix
4;goreleaser;releaser; 14; 7; wontfix
4;LinioIT;tortilla; 3;; stale
5;pouchdb;pouchdb; 60; 7; wontfix
6;PowerShell;xBitlocker; 14; 40; abandoned
5;Misterhex;Misterhex.github.io; 30; 7;
9;Misterhex;Misterhex.github.io; 30; 7;
9;Misterhex;Misterhex.github.io; 30; 7;
6;Misterhex;Misterhex.github.io; 30; 7;
7;Misterhex;Misterhex.github.io; 30; 7;
5;Misterhex;Misterhex.github.io; 30; 7;
3;Misterhex;Misterhex.github.io; 30; 7;
2;Misterhex;Misterhex.github.io; 30; 7;
7;clappr;clappr; 60; 7; stale
7;clappr;clappr; 60; 7; stale
0;feathersjs;feathers-sync; 84; 7; wontfix
6;picocms;Pico; 7; 2;
4;picocms;Pico; 7; 2;
2;LinioIT;rule-engine; 3;; stale
6;McJty;XNet; 100000; 14;
7;apereo;apereo.github.io; 14; 7; Pending
7;apereo;apereo.github.io; 7; 7; Pending
8;apereo;apereo.github.io; 7; 7; Pending
9;apereo;apereo.github.io; 7; 7; Pending
6;exercism;xperl6;;;
7;exercism;xperl6;;;
5;exercism;xperl6; 180; 7; stale
7;exercism;xperl6; 180; 7; stale
3;DiamondLightSource;python-workflows; 180; 14; wontfix
7;mochajs;mocha; 120; 14; stale
3;mochajs;mocha; 120; 14; stale
8;mochajs;mocha; 120; 14; stale
2;mochajs;mocha; 120; 14; stale
9;mochajs;mocha; 120; 14; stale
0;mochajs;mocha; 120; 14; stale
7;nlohmann;json; 30; 7;
2;SkyHarp;LegendOfMountainSea; 30; 3; wontfix
4;SkyHarp;LegendOfMountainSea; 30; 3; wontfix
8;SkyHarp;LegendOfMountainSea; 30; 3; unclear
1;github;pages-gem; 60; 7; wontfix
3;github;pages-gem; 60; 7; wontfix
7;github;pages-gem; 60; 7; wontfix
8;pages-themes;midnight; 60; 7; wontfix
8;webdriverio;webdriverio; 90; 14; wontfix
5;WormieCorp;Localization.AspNetCore.TagHelpers; 60; 7; Pending
9;WormieCorp;Localization.AspNetCore.TagHelpers; 60; 7; Pending
4;phille97;phille97.github.io; 30; 7;
0;thomaspark;bootswatch; 60; 7; wontfix
0;merencia;node-cron; 60; 7; wontfix
4;merencia;node-cron; 60; 7; wontfix
5;merencia;node-cron; 60; 7; wontfix
4;merencia;node-cron; 60; 7; wontfix
8;tony;libtmux; 60; 7; stale
8;bolt;bolt; 60; 7; Stale
3;bolt;bolt; 60; 7; Stale
9;bolt;bolt; 60; 7; Stale
8;bolt;bolt; 60; 7; Stale
7;bolt;bolt; 60; 7; stale
6;bolt;bolt; 60; 7; stale
8;bolt;bolt; 60; 7; stale
2;bolt;bolt; 60; 7; stale
6;bolt;bolt; 60; 7; stale
7;less;less.js; 120; 14; stale
3;less;less.js; 120; 14; stale
3;less;less.js; 120; 14; stale
7;less;less.js; 120; 14; stale
5;less;less.js; 120; 14; stale
1;less;less.js; 120; 30; stale
4;less;less.js; 120; 30; stale
8;justwatchcom;gopass; 90; 30; wontfix
3;cmusatyalab;openface; 60; 7; stale
6;nijel;weblate-docker; 60; 14; wontfix
3;techfort;LokiJS; 60; 7; wontfix
9;CHEF-KOCH;ProjectX; 30; 7;
3;indrekots;indrekots.github.io; 30; 7;
5;indrekots;indrekots.github.io; 30; 7;
5;indrekots;indrekots.github.io; 30; 7;
2;ssbc;ssb-markdown; 60; 7; stale
8;GeoDienstenCentrum;closure-compiler-maven-plugin; 60; 14; wontfix
5;rs;SDWebImage; 30; 7; stale
5;rs;SDWebImage; 30; 7; stale
4;rs;SDWebImage; 30; 7; stale
4;csirtgadgets;bearded-avenger-sdk-py; 45; 7; wontfix
5;ashfurrow;Moya; 60; 14;
1;ashfurrow;Moya; 60; 14;
2;ashfurrow;Moya; 60; 14;
5;ashfurrow;Moya; 60; 14;
4;ashfurrow;Moya; 45; 14;
6;ashfurrow;Moya; 45; 14;
3;ashfurrow;Moya; 45; 14;
3;ashfurrow;Moya; 45; 14;
0;ashfurrow;Moya; 45; 14;
2;ashfurrow;Moya; 45; 14;
1;ashfurrow;Moya; 45; 14;
4;ashfurrow;Moya; 45; 14;
7;ashfurrow;Moya; 45; 14;
9;ashfurrow;Moya; 45; 14;
0;ashfurrow;Moya; 45; 14;
9;ashfurrow;Moya; 45; 14;
0;ashfurrow;Moya; 45; 14; no
3;ashfurrow;Moya; 45; 14; no
6;ashfurrow;Moya; 45; 14; no
8;ashfurrow;Moya; 45; 14; stale
4;ashfurrow;Moya; 45; 14; stale
6;ashfurrow;Moya; 45; 14; stale
2;ashfurrow;Moya; 30; 7; stale
0;ashfurrow;Moya; 30; 7; stale
0;ashfurrow;Moya; 14; 7; stale
1;ashfurrow;Moya; 14; 7; stale
2;ashfurrow;Moya; 14; 7; stale
3;ashfurrow;Moya; 14; 7; stale
4;ashfurrow;Moya; 14; 7; stale
5;ashfurrow;Moya; 14; 7; stale
5;ashfurrow;Moya; 14; 7; stale
1;cleanflight;cleanflight-configurator; 30; 7; Inactive
9;cleanflight;cleanflight-configurator; 30; 7; Inactive
3;cleanflight;cleanflight-configurator; 30; 7; Inactive
7;cleanflight;cleanflight-configurator; 30; 7; Inactive
7;okonet;react-dropzone; 60; 7; stale
9;okonet;react-dropzone; 60; 7; stale
1;okonet;react-dropzone; 60; 7; stale
6;feross;webtorrent-app; 90; 7; stale
0;feross;webtorrent-app; 90; 7; stale
7;feross;webtorrent-app; 90; 7; stale
3;feross;webtorrent-app; 90; 7; stale
5;feathersjs;feathers-mubsub; 84; 7; wontfix
3;unitejs;core; 30; 7; wontfix
9;martincostello;browserstack-automate; 56; 7; wontfix
7;martincostello;browserstack-automate; 56; 7; wontfix
6;istio;istio; 7; 7; stale
9;istio;istio; 14; 14; stale
2;istio;istio; 14; 14; stale
3;istio;istio; 14; 30; stale
5;istio;istio; 14; 30; stale
5;istio;istio; 14; 30; stale
9;sinonjs;lolex; 60; 7; wontfix
5;sinonjs;lolex; 60; 7; stale
2;benbalter;jekyll-style-guide; 60; 7; wontfix
5;benbalter;jekyll-style-guide; 60; 7; wontfix
3;zulu-zsh;zulu; 60; 7; stale
1;zulu-zsh;zulu; 365; 7; stale
5;mtsmfm;railstest;;; wontfix
2;mtsmfm;railstest;;; stale
4;mtsmfm;railstest; 90; 7; stale
0;mtsmfm;railstest; 90; 7; stale
3;mtsmfm;railstest; 90; 7; stale
7;cucumber;cucumber-jvm; 60; 7; stale
0;cucumber;cucumber-jvm; 60; 7; stale
9;cucumber;cucumber-jvm; 60; 7; stale
0;cucumber;cucumber-jvm; 60; 7; Stale
2;cucumber;cucumber-jvm; 300; 60; Stale
3;nijel;weblate; 60; 7; wontfix
3;nijel;weblate; 60; 7; wontfix
7;nijel;weblate; 60; 14; wontfix
4;nijel;weblate; 60; 14; wontfix
9;nijel;weblate; 60; 14; wontfix
3;nijel;weblate; 60; 14; wontfix
3;voodootikigod;node-serialport; 60; 7; wontfix
3;voodootikigod;node-serialport; 60; 7; stale
2;Caged;d3-tip; 90; 7; wontfix
6;Caged;d3-tip; 90; 7; wontfix
4;Caged;d3-tip; 90; 7; stale
7;emotion-js;emotion; 60; 7; stale
9;stephentuso;welcome-android; 60; 7; stale
2;bpicode;fritzctl; 180; 30; wontfix
0;mattlewis92;angular2-calendar; 60; 7; wontfix
3;equinusocio;vsc-material-theme; 60; 7; Wontfix
9;equinusocio;vsc-material-theme; 60; 7; Wontfix
4;ankane;chartkick; 7; 7; stale
0;benbalter;wp-document-revisions; 60; 7; wontfix
8;benbalter;wp-document-revisions; 60; 7; wontfix
8;benbalter;wp-document-revisions; 60; 7; wontfix
9;benbalter;wp-document-revisions; 60; 7; wontfix
7;ssbc;muxrpc; 60; 7; stale
0;pmviva;bookmark_system; 240; 7; wontfix
9;PowerShell;xSQLServer; 14; 40; abandoned
4;PowerShell;xSQLServer; 14; 40; abandoned
3;PowerShell;xSQLServer; 14; 40; abandoned
0;PowerShell;xSQLServer; 14; 40; stale
2;PowerShell;xSQLServer; 14; 40; abandoned
7;PowerShell;xSQLServer; 14; 40; abandoned
6;PowerShell;xSQLServer; 14; 40; abandoned
3;PowerShell;xSQLServer; 14; 40; abandoned
0;PowerShell;xSQLServer; 14; 40; abandoned
1;wso2;carbon-device-mgt; 10; 5; Resolution
4;wso2;carbon-device-mgt; 10; 5; Resolution
5;wso2;carbon-device-mgt; 10; 5; Resolution
3;wso2;carbon-device-mgt; 10;; Resolution
1;wso2;carbon-device-mgt; 10;; Resolution
4;PlagueHO;cFSRM; 14; 40; abandoned
3;PlagueHO;cFSRM; 14; 40; abandoned
4;ceolter;angular-grid; 10; 4; wontfix
4;ceolter;angular-grid; 10; 4; wontfix
5;ceolter;angular-grid; 25; 5; wontfix
2;ceolter;angular-grid; 25; 5; wontfix
3;ceolter;angular-grid; 25; 5; wontfix
8;WeblateOrg;weblate; 60; 7; wontfix
4;WeblateOrg;weblate; 60; 7; wontfix
2;WeblateOrg;weblate; 60; 14; wontfix
9;WeblateOrg;weblate; 60; 14; wontfix
5;WeblateOrg;weblate; 60; 14; wontfix
2;WeblateOrg;weblate; 60; 14; wontfix
4;restify;node-restify; 60; 14; Stale
5;Homebrew;homebrew-command-not-found; 21; 7; stale
8;Homebrew;homebrew-command-not-found; 21; 7; stale
1;mattlewis92;angular-calendar; 60; 7; wontfix
0;apis-is;apis; 60; 7; wontfix
7;apis-is;apis; 60; 7; wontfix
0;auth0-extensions;auth0-github-deploy;;;
7;obiba;onyx-instruments; 60; 7; wontfix
8;GetStream;Winds; 30; 1; wontfix
6;GetStream;Winds; 30; 2; wontfix
2;GetStream;Winds; 30; 2; wontfix
9;GetStream;Winds; 30; 7; wontfix
1;GetStream;Winds; 30; 7; wontfix
5;LinioIT;spreadsheet-parser; 3;; stale
8;luispadron;UICircularProgressRing; 30; 7; wontfix
9;luispadron;UICircularProgressRing; 30; 7; stale
1;luispadron;UICircularProgressRing; 30; 7; stale
9;luispadron;UICircularProgressRing; 30; 7; stale
6;nightwatchjs;nightwatch; 30; 7; stale
3;nightwatchjs;nightwatch; 90; 7; stale
0;nightwatchjs;nightwatch; 90; 7; stale
2;nightwatchjs;nightwatch; 90; 7; stale
3;VulcanJS;Vulcan; 60; 7; stale
4;optonaut;ActiveLabel.swift; 180; 7; wontfix
2;optonaut;ActiveLabel.swift; 180; 7; stale
4;optonaut;ActiveLabel.swift; 180; 3; stale
4;PowerShell;xWindowsUpdate; 14; 40; abandoned
8;PowerShell;xSharePoint; 14; 40; abandoned
2;PowerShell;xSharePoint; 14; 40; abandoned
6;PowerShell;xSharePoint; 14; 40; abandoned
3;PowerShell;xSharePoint; 14; 40; abandoned
0;violetaria;violetaria.github.io; 30; 7;
3;violetaria;violetaria.github.io; 30; 7;
9;violetaria;violetaria.github.io; 30; 7;
3;violetaria;violetaria.github.io; 30; 7;
0;violetaria;violetaria.github.io; 30; 7;
1;PowerShell;xDSCResourceDesigner; 14; 40; abandoned
0;andreipitis;ASPCircleChart; 60; 14; stale
1;andreipitis;ASPCircleChart; 60; 14; stale
1;pages-themes;minimal; 60; 7; wontfix
8;Semantic-Org;Semantic-UI; 90; 30; stale
7;Semantic-Org;Semantic-UI; 90; 30; stale
4;Semantic-Org;Semantic-UI; 90; 30; stale
8;Semantic-Org;Semantic-UI; 90; 90; stale
0;Semantic-Org;Semantic-UI; 90; 90; stale
8;feathersjs;feathers-service-tests; 84; 7; wontfix
7;miekg;coredns; 60; 7; wontfix
8;miekg;coredns; 60; 7; wontfix
5;miekg;coredns; 100; 21; wontfix
8;miekg;coredns; 100; 21; wontfix
3;ATLauncher;Backend-NEXT; 60; 7; wontfix
7;ATLauncher;Backend-NEXT; 60; 7; wontfix
4;aloisklink;aloisklink.github.io; 30; 7;
7;aloisklink;aloisklink.github.io; 30; 7;
4;aloisklink;aloisklink.github.io; 30; 7;
8;aloisklink;aloisklink.github.io; 30; 7;
8;aloisklink;aloisklink.github.io; 30; 7;
8;aloisklink;aloisklink.github.io; 30; 7;
9;aloisklink;aloisklink.github.io; 30; 7;
8;aloisklink;aloisklink.github.io; 30; 7;
2;aloisklink;aloisklink.github.io; 30; 7;
4;aloisklink;aloisklink.github.io; 30; 7;
2;aloisklink;aloisklink.github.io; 30; 7;
4;aloisklink;aloisklink.github.io; 30; 7;
9;aloisklink;aloisklink.github.io; 30; 7;
0;aloisklink;aloisklink.github.io; 30; 7;
6;goadesign;goa; 60; 7; wontfix
8;goadesign;goa; 60; 7; wontfix
9;vuematerial;vue-material; 30; 7; stale
2;gatsbyjs;gatsby; 180; 15; stale
5;gatsbyjs;gatsby; 180; 15; stale
6;cerner;beadledom; 60; 14; stale
3;feathersjs;feathers-mongoose; 84; 7; wontfix
3;bkeepers;PRobot; 60; 7; wontfix
9;bkeepers;PRobot; 60; 7; wontfix
7;bkeepers;PRobot; 60; 7; wontfix
6;mcollina;fastify; 15; 7; stale
2;mcollina;fastify; 15; 7; stale
9;martincostello;sqllocaldb; 56; 7; wontfix
0;martincostello;sqllocaldb; 56; 7; wontfix
6;wangjordy;wangjordy.github.io; 60; 7;
6;wangjordy;wangjordy.github.io; 60; 7;
9;feathersjs;feathers-knex; 84; 7; wontfix
3;PowerShell;xWebAdministration; 14; 40; abandoned
4;exercism;xpascal;;;
0;choojs;bankai; 90; 7; wontfix
2;msiemens;tinydb; 30; 7; wontfix
0;msiemens;tinydb; 30; 7; stale
6;msiemens;tinydb; 30; 7; stale
6;rosekaron;rosekaron.github.io; 30; 7;
6;rosekaron;rosekaron.github.io; 30; 7;
3;rosekaron;rosekaron.github.io; 30; 7;
2;awslabs;aws-sdk-ios-samples; 36500; 7; closing
3;auth0-extensions;auth0-box-platform-extension;;;
6;dawson-org;dawson-cli; 60; 30; wontfix
6;dawson-org;dawson-cli; 60; 30; wontfix
3;dawson-org;dawson-cli; 60; 30; wontfix
4;PowerShell;xPhp; 14; 40; abandoned
3;stoelzle;pdfify-alfred; 30; 7; wontfix
6;stoelzle;pdfify-alfred; 30; 7; wontfix
0;javascript-obfuscator;javascript-obfuscator; 10; 7; need
8;wysiwygjs;wysiwyg.js;;;
3;Homebrew;homebrew-services; 21; 7; stale
9;PowerShell;xWindowsRestore; 14; 40; abandoned
7;tbsexton;tbsexton.github.io; 30; 7;
7;tbsexton;tbsexton.github.io; 30; 7;
2;tbsexton;tbsexton.github.io; 30; 7;
3;tbsexton;tbsexton.github.io; 30; 7;
8;tbsexton;tbsexton.github.io; 30; 7;
9;tbsexton;tbsexton.github.io; 30; 7;
0;tbsexton;tbsexton.github.io; 30; 7;
1;tbsexton;tbsexton.github.io; 30; 7;
3;tbsexton;tbsexton.github.io; 30; 7;
0;tbsexton;tbsexton.github.io; 30; 7;
3;tbsexton;tbsexton.github.io; 30; 7;
0;tbsexton;tbsexton.github.io; 30; 7;
3;tbsexton;tbsexton.github.io; 30; 7;
3;tbsexton;tbsexton.github.io; 30; 7;
3;ljvmiranda921;pyswarms; 30; 3; stale
1;PowerShell;xSCVMM; 14; 40; abandoned
4;apollostack;react-apollo; 14; 7;
4;apollostack;react-apollo; 14; 7;
1;apollostack;react-apollo; 14; 7;
8;apollostack;react-apollo; 21; 14; no
0;Eugeny;terminus; 60; 14;
7;McJty;RFToolsDimensions; 100000; 14;
9;bkimminich;z85-cli; 84; 14; wontfix
5;bkimminich;z85-cli; 84; 14; wontfix
4;ParsePlatform;Parse-SDK-iOS-OSX; 45; 7; wontfix
3;bkimminich;juice-shop-ctf; 84; 14; wontfix
1;bkimminich;juice-shop-ctf; 84; 14; wontfix
5;bkimminich;juice-shop-ctf; 84; 14; stale
8;bkimminich;juice-shop-ctf; 84; 14; stale
8;PowerShell;DscResource.Tests; 14; 40; abandoned
1;dresden-elektronik;deconz-rest-plugin; 120; 7; wontfix
3;dresden-elektronik;deconz-rest-plugin; 120; 7; stale
1;soscripted;sox; 30; 7; rejected
2;node-nock;nock; 90; 7; stale
7;node-nock;nock; 90; 7; stale
5;node-nock;nock; 90; 7; stale
9;martincostello;alexa-london-travel-site; 56; 7; wontfix
4;martincostello;alexa-london-travel-site; 56; 7; wontfix
4;danielcaldas;react-d3-graph; 20; 7; wontfix
9;danielcaldas;react-d3-graph;;;
7;danielcaldas;react-d3-graph; 30; 10; wontfix
7;danielcaldas;react-d3-graph; 40; 20; wontfix
4;excon;excon.github.io; 60; 7; wontfix
1;goreleaser;goreleaser; 60; 7; wontfix
9;goreleaser;goreleaser; 60; 7; wontfix
5;goreleaser;goreleaser; 14; 7; wontfix
9;awslabs;aws-sdk-android-samples; 36500; 7; closing
5;serverspec;specinfra; 60; 7; wontfix
9;FogPress;docker-alpine; 60; 7; wontfix
1;tangming2008;tangming2008.github.io; 30; 7;
4;tangming2008;tangming2008.github.io; 30; 7;
9;tangming2008;tangming2008.github.io; 30; 7;
9;tangming2008;tangming2008.github.io; 30; 7;
8;tangming2008;tangming2008.github.io; 30; 7;
8;tangming2008;tangming2008.github.io; 30; 7;
2;tangming2008;tangming2008.github.io; 30; 7;
4;tangming2008;tangming2008.github.io; 30; 7;
5;feathersjs;feathers-logger; 84; 7; wontfix
9;mati75;vimb; 60; 7; stale
5;mati75;vimb; 60; 7; stale
2;cesarferreira;alfi; 30; 7; wontfix
0;gorilla;mux; 60; 7; stale
3;nijel;wlc; 60; 14; wontfix
1;marcosmoura;vue-material; 30; 7; stale
8;CHEF-KOCH;FFCK; 30; 7;
5;angular-ui;ui-grid; 60; 30; stale
9;education;classroom;;;
3;education;classroom;;;
9;education;classroom;;;
7;education;classroom; 60; 7; stale
0;education;classroom; 60; 7; stale
3;education;classroom; 60; 7; stale
7;education;classroom; 60; 7; stale
9;education;classroom; 60; 7; stale
0;education;classroom; 60; 7; stale
7;education;classroom; 60; 7; stale
7;education;classroom; 60; 7; stale
2;education;classroom; 60; 7; stale
5;education;classroom; 60; 7; stale
7;education;classroom; 60; 7; stale
8;education;classroom; 60;; stale
6;education;classroom; 60;; stale
0;education;classroom; 60;; stale
5;education;classroom; 60;; stale
0;education;classroom; 60;; stale
1;education;classroom; 60;; stale
5;education;classroom; 60;; stale
7;education;classroom; 60;; stale
6;education;classroom; 60;; stale
6;LinioIT;input;;;
9;LinioIT;input; 3;; stale
5;LinioIT;input; 3;; stale
4;serverdensity;sd-agent-core-plugins; 60; 1095; stale
2;serverdensity;sd-agent-core-plugins; 60; 1095; stale
5;serverdensity;sd-agent-core-plugins; 60; 1095; stale
7;serverdensity;sd-agent-core-plugins; 60; 1095; stale
6;serverdensity;sd-agent-core-plugins; 60; 1095; stale
6;serverdensity;sd-agent-core-plugins; 60; 1095; stale
6;serverdensity;sd-agent-core-plugins; 60; 1095; stale
7;serverdensity;sd-agent-core-plugins; 60; 1095; stale
0;serverdensity;sd-agent-core-plugins; 60; 1095; stale
8;serverdensity;sd-agent-core-plugins; 60; 1095; stale
3;serverdensity;sd-agent-core-plugins; 60; 1095; stale
4;serverdensity;sd-agent-core-plugins; 60; 1095; stale
4;serverdensity;sd-agent-core-plugins; 60; 1095; stale
5;serverdensity;sd-agent-core-plugins; 60; 1095; stale
6;serverdensity;sd-agent-core-plugins; 60; 1095; stale
3;serverdensity;sd-agent-core-plugins; 60; 1095; stale
0;serverdensity;sd-agent-core-plugins; 60; 1095; stale
7;serverdensity;sd-agent-core-plugins; 60; 1095; stale
6;jpadilla;ember-cli-simple-auth-token; 60; 7; wontfix
5;jpadilla;ember-cli-simple-auth-token; 60; 7; wontfix
1;feathersjs;feathers-mongodb; 84; 7; wontfix
7;jaredpalmer;razzle; 60; 7; stale
4;poldracklab;preprocessing-workflow; 100; 7; stale
8;poldracklab;preprocessing-workflow; 100; 7; stale
1;poldracklab;preprocessing-workflow; 300; 20; stale
5;poldracklab;preprocessing-workflow; 100; 7; stale
8;poldracklab;preprocessing-workflow; 100; 7; stale
5;poldracklab;preprocessing-workflow; 300; 20; stale
5;poldracklab;preprocessing-workflow; 300; 20; stale
5;ToroCraft;Minecoprocessors; 60; 7; stale
9;ToroCraft;Minecoprocessors; 60; 7; stale
8;ToroCraft;Minecoprocessors; 60; 7; stale
8;spotify;helios; 60; 7; stale
2;spotify;helios; 60; 7; stale
9;rpottsoh;exercism-delphi;;;
6;cesarferreira;dryrun; 30; 7; wontfix
7;eventespresso;eea-payment-methods-pro; 60; 7; status
7;hassio-addons;build-env; 60; 7;
0;savonrb;savon; 60; 7; wontfix
8;savonrb;savon; 60; 7; stale
4;securestate;king-phisher; 7; 7; stale
0;securestate;king-phisher; 7; 7; stale
6;WildGums;Orc.Sort; 60; 7; wontfix
5;WildGums;Orc.Sort; 60; 7; wontfix
0;WildGums;Orc.Sort; 60; 7; wontfix
1;brchristian;rails;;; wontfix
7;brchristian;rails;;; stale
1;brchristian;rails; 90; 7; stale
8;brchristian;rails; 90; 7; stale
0;brchristian;rails; 90; 7; stale
1;brchristian;rails; 90; 7; stale
4;brchristian;rails; 90; 7; stale
9;wso2-incubator;product-device-cloud; 10; 5; Resolution
4;wso2-incubator;product-device-cloud; 10; 5; Resolution
2;wso2-incubator;product-device-cloud; 10; 5; Resolution
9;wso2-incubator;product-device-cloud; 10; 5; Resolution
0;wso2-incubator;product-device-cloud; 10; 5; Resolution
7;wso2-incubator;product-device-cloud; 10;; Resolution
4;wso2-incubator;product-device-cloud; 10;; Resolution
1;Samfox2;homebridge-domotiga; 60; 7; stale
7;Mirantis;virtlet;;;
2;Mirantis;virtlet;;;
5;auth0-extensions;auth0-extension-ui;;;
9;react-dropzone;react-dropzone; 60; 7; stale
4;react-dropzone;react-dropzone; 60; 7; stale
1;react-dropzone;react-dropzone; 60; 7; stale
8;jaredpalmer;react-production-starter; 60; 7; stale
3;PowerShell;xPSDesiredStateConfiguration; 14; 40; abandoned
5;ssbc;ssb-feed; 60; 7; stale
9;exercism;xerlang;;;
1;exercism;xerlang;;;
4;exercism;xerlang;;;
9;exercism;xerlang;;;
0;exercism;xerlang;;;
1;exercism;xerlang;;;
0;exercism;xerlang;;;
7;PowerShell;xWebDeploy; 14; 40; abandoned
7;tarampampam;nod32-update-mirror; 80; 30; wontfix
8;tarampampam;nod32-update-mirror; 80; 30; wontfix
6;pattern-lab;patternlab-node; 60; 7; needs
0;pattern-lab;patternlab-node; 60; 7; needs
2;pattern-lab;patternlab-node; 60; 7; needs
1;pattern-lab;patternlab-node; 60; 7; needs
1;pattern-lab;patternlab-node; 60; 7; needs
4;pattern-lab;patternlab-node; 60; 7; needs
5;pattern-lab;patternlab-node; 60; 7; needs
1;pattern-lab;patternlab-node; 60; 7; needs
2;pattern-lab;patternlab-node; 60; 7; needs
0;pattern-lab;patternlab-node; 60; 7; needs
3;pattern-lab;patternlab-node; 60; 14;
1;pattern-lab;patternlab-node; 60; 14;
9;pattern-lab;patternlab-node; 60; 14;
5;PowerShell;xAzure; 14; 40; abandoned
2;ceolter;ag-grid; 10; 4; wontfix
0;ceolter;ag-grid; 10; 4; wontfix
5;ceolter;ag-grid; 25; 5; wontfix
8;ceolter;ag-grid; 25; 5; wontfix
1;ceolter;ag-grid; 25; 5; wontfix
1;iberianpig;fusuma; 60; 7; wontfix
0;rackerlabs;django-DefectDojo; 45; 7; wontfix
6;rackerlabs;django-DefectDojo; 45; 7; stale
6;CatenaLogic;RepositoryCleaner; 60; 7; wontfix
7;feathersjs;feathers-nedb; 84; 7; wontfix
5;kura;eevee;;;
6;mattlewis92;angular-bootstrap-calendar; 60; 7; wontfix
4;PowerShell;xNetworking; 14; 40; abandoned
1;PowerShell;xNetworking; 14; 40; abandoned
4;devopsdays;devopsdays-cli; 60; 7; wontfix
3;devopsdays;devopsdays-cli; 60; 120; wontfix
6;kura;yarg;;;
6;mhbu50;frappe; 7; 2; inactive
5;mhbu50;frappe; 10; 7; inactive
7;cucumber;cucumber-ruby-core; 60; 7; Stale
2;exercism;xlisp;;;
4;benbalter;jekyll-titles-from-headings; 60; 7; wontfix
9;benbalter;jekyll-titles-from-headings; 60; 7; wontfix
8;benbalter;jekyll-titles-from-headings; 60; 7; wontfix
9;benbalter;jekyll-titles-from-headings; 60; 7; wontfix
7;benbalter;jekyll-titles-from-headings; 60; 7; wontfix
7;directus;directus; 60; 7; stale
3;prakhar1989;react-tags; 30;; Stale
3;airsonic;airsonic; 60; 90; stale
4;airsonic;airsonic; 90; 180; stale
9;airsonic;airsonic; 90; 180; stale
6;HewlettPackard;fog-core; 60; 7; wontfix
6;fog;xDnsServer; 14; 40; abandoned
8;PowerShell;netdata; 60;; help
0;ktsaou;netdata; 60;; help
4;ktsaou;netdata; 60; 60; stale
0;ktsaou;netdata; 60; 60; stale
9;ktsaou;netdata; 45; 60; stale
1;obiba;onyx; 60; 7; wontfix
9;obiba;onyx; 60; 7; wontfix
7;andrewedstrom;andrewedstrom.github.io; 30; 7;
4;andrewedstrom;andrewedstrom.github.io; 30; 7;
0;andrewedstrom;andrewedstrom.github.io; 30; 7;
1;andrewedstrom;andrewedstrom.github.io; 30; 7;
5;andrewedstrom;andrewedstrom.github.io; 30; 7;
9;spf13;hugoThemes; 20; 30; Stale
1;coliff;caniuse.email; 30; 7;
7;iNavFlight;LuaTelemetry; 120; 7; wontfix
6;iNavFlight;LuaTelemetry; 120; 7; wontfix
2;iNavFlight;LuaTelemetry; 120; 7; wontfix
4;iNavFlight;LuaTelemetry; 120; 7; wontfix
3;iNavFlight;LuaTelemetry; 45; 7; inactive
1;iNavFlight;LuaTelemetry; 45; 7; inactive
7;iNavFlight;LuaTelemetry; 45; 7; inactive
7;PlagueHO;xFSRM; 14; 40; abandoned
7;PlagueHO;xFSRM; 14; 40; abandoned
2;arendst;Sonoff-Tasmota; 120; 14; stale
3;arendst;Sonoff-Tasmota; 120; 14; stale
6;arendst;Sonoff-Tasmota; 120; 14; stale
1;arendst;Sonoff-Tasmota; 120; 14; stale
5;arendst;Sonoff-Tasmota; 120; 14; stale
9;arendst;Sonoff-Tasmota; 120; 14; stale
9;arendst;Sonoff-Tasmota; 60; 14; stale
7;arendst;Sonoff-Tasmota; 30; 7; stale
8;arendst;Sonoff-Tasmota; 45; 15; stale
7;arendst;Sonoff-Tasmota; 45; 15; stale
6;arendst;Sonoff-Tasmota; 45; 15; stale
3;arendst;Sonoff-Tasmota; 45; 15; stale
1;arendst;Sonoff-Tasmota; 45; 15; stale
9;arendst;Sonoff-Tasmota; 45; 15; stale
5;arendst;Sonoff-Tasmota; 45; 15; stale
4;makaroniame;makaroniame.github.io; 30; 7;
6;makaroniame;makaroniame.github.io; 30; 7;
9;makaroniame;makaroniame.github.io; 30; 7;
0;makaroniame;makaroniame.github.io; 30; 7;
2;makaroniame;makaroniame.github.io; 30; 7;
2;makaroniame;makaroniame.github.io; 30; 7;
9;PowerShell;xJea; 14; 40; abandoned
2;exercism;xelixir;;;
0;rsv1925;rsv1925.github.io; 30; 7;
2;PowerShell;xSCSR; 14; 40; abandoned
5;betaflight;docker-betaflight-build; 30; 7; Inactive
6;betaflight;docker-betaflight-build; 30; 7; Inactive
