PowerShell,xSCSMA,https://github.com/PowerShell/xSCSMA.git
PowerShell,xSystemSecurity,https://github.com/PowerShell/xSystemSecurity.git
coliff,bootstrap-ie8,https://github.com/coliff/bootstrap-ie8.git
jshjohnson,Choices,https://github.com/jshjohnson/Choices.git
typo3-themes,theme_bootstrap_appstrap,https://github.com/typo3-themes/theme_bootstrap_appstrap.git
feathersjs,feathers-rx,https://github.com/feathersjs/feathers-rx.git
andreipitis,ASPVideoPlayer,https://github.com/andreipitis/ASPVideoPlayer.git
DemonWav,IntelliJBukkitSupport,https://github.com/DemonWav/IntelliJBukkitSupport.git
getantibody,antibody,https://github.com/getantibody/antibody.git
athaynes,AuditPolicyDsc,https://github.com/athaynes/AuditPolicyDsc.git
gocraft,dbr,https://github.com/gocraft/dbr.git
jekyll-fr,jekyll-fr.github.io,https://github.com/jekyll-fr/jekyll-fr.github.io.git
mattstratton,bowie,https://github.com/mattstratton/bowie.git
PowerShell,xActiveDirectory,https://github.com/PowerShell/xActiveDirectory.git
PowerShell,xExchange,https://github.com/PowerShell/xExchange.git
DataDog,integrations-extras,https://github.com/DataDog/integrations-extras.git
eruizdechavez,grunt-string-replace,https://github.com/eruizdechavez/grunt-string-replace.git
spotify,docker-gc,https://github.com/spotify/docker-gc.git
McJty,compatlayer,https://github.com/McJty/compatlayer.git
cleanflight,cleanflight,https://github.com/cleanflight/cleanflight.git
moonlight-stream,moonlight-ios,https://github.com/moonlight-stream/moonlight-ios.git
yacir,YBSlantedCollectionViewLayout,https://github.com/yacir/YBSlantedCollectionViewLayout.git
localheinz,test-util,https://github.com/localheinz/test-util.git
hypothesis,via,https://github.com/hypothesis/via.git
PowerShell,xAdcsDeployment,https://github.com/PowerShell/xAdcsDeployment.git
toastdriven,pysolr,https://github.com/toastdriven/pysolr.git
McJty,DeepResonance,https://github.com/McJty/DeepResonance.git
fcrespo82,atom-markdown-table-formatter,https://github.com/fcrespo82/atom-markdown-table-formatter.git
ubuntu,conjure-up,https://github.com/ubuntu/conjure-up.git
lildude,phpZenfolio,https://github.com/lildude/phpZenfolio.git
react-native-sensors,react-native-sensors,https://github.com/react-native-sensors/react-native-sensors.git
nelson6e65,php_nml,https://github.com/nelson6e65/php_nml.git
pmviva,mention_system,https://github.com/pmviva/mention_system.git
vcidst,vcidst.github.io,https://github.com/vcidst/vcidst.github.io.git
michel-kraemer,bson4jackson,https://github.com/michel-kraemer/bson4jackson.git
LIISim,liisim.github.io,https://github.com/LIISim/liisim.github.io.git
blacktop,go-malice,https://github.com/blacktop/go-malice.git
gorilla,csrf,https://github.com/gorilla/csrf.git
cesarferreira,drone,https://github.com/cesarferreira/drone.git
instagrambot,instabot,https://github.com/instagrambot/instabot.git
rimusz,helm-charts,https://github.com/rimusz/helm-charts.git
bazzite,nativescript-vibrate,https://github.com/bazzite/nativescript-vibrate.git
gorilla,handlers,https://github.com/gorilla/handlers.git
ssbc,examples,https://github.com/ssbc/examples.git
auth0-extensions,auth0-source-control-extension-tools,https://github.com/auth0-extensions/auth0-source-control-extension-tools.git
feathersjs,feathers-memory,https://github.com/feathersjs/feathers-memory.git
anarchicknight,nativescript-vibrate,https://github.com/anarchicknight/nativescript-vibrate.git
goern,mattermost-openshift,https://github.com/goern/mattermost-openshift.git
ScriptonBasestar-Lib,sb-tool-jvm,https://github.com/ScriptonBasestar-Lib/sb-tool-jvm.git
SilentChaos512,SilentGems,https://github.com/SilentChaos512/SilentGems.git
atom,atom,https://github.com/atom/atom.git
SilentChaos512,ScalingHealth,https://github.com/SilentChaos512/ScalingHealth.git
klen,python-mode,https://github.com/klen/python-mode.git
stevenschobert,instafeed.js,https://github.com/stevenschobert/instafeed.js.git
IntellectualCrafters,PlotSquared,https://github.com/IntellectualCrafters/PlotSquared.git
feathersjs,feathers-rethinkdb,https://github.com/feathersjs/feathers-rethinkdb.git
vincentriemer,io-808,https://github.com/vincentriemer/io-808.git
ssbc,patchbay,https://github.com/ssbc/patchbay.git
