A;owner;project_name;exempt_labels
8;ktsaou;netdata;['bug', 'help wanted']
3;ktsaou;netdata;['bug', 'help wanted', 'feature request']
0;ktsaou;netdata;['bug', 'help wanted', 'feature request']
8;obiba;onyx;['improvement', 'security']
8;obiba;onyx;['pinned', 'improvement', 'security']
0;andrewedstrom;andrewedstrom.github.io;['pinned', 'security']
4;andrewedstrom;andrewedstrom.github.io;['pinned', 'security']
3;andrewedstrom;andrewedstrom.github.io;
0;andrewedstrom;andrewedstrom.github.io;
0;andrewedstrom;andrewedstrom.github.io;
8;spf13;hugoThemes;['Keep']
1;coliff;caniuse.email;
4;iNavFlight;LuaTelemetry;['pinned', 'security', 'confirmed']
6;iNavFlight;LuaTelemetry;['pinned', 'security']
5;iNavFlight;LuaTelemetry;['pinned', 'security', 'confirmed']
9;iNavFlight;LuaTelemetry;['pinned', 'security', 'confirmed']
7;iNavFlight;LuaTelemetry;['pinned', 'security', 'confirmed']
8;iNavFlight;LuaTelemetry;['pinned', 'security', 'confirmed']
5;iNavFlight;LuaTelemetry;['pinned', 'security', 'confirmed']
1;PlagueHO;xFSRM;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;PlagueHO;xFSRM;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;arendst;Sonoff-Tasmota;['pinned', 'security', 'confirmed']
3;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
2;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
7;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug', 'confirmed']
4;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
4;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
0;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug', 'confirmed']
4;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug', 'confirmed']
0;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
0;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug', 'confirmed']
8;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
3;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug', 'confirmed']
4;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
8;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
0;arendst;Sonoff-Tasmota;['pinned', 'security', 'enhancement', 'bug']
6;makaroniame;makaroniame.github.io;['pinned', 'security']
4;makaroniame;makaroniame.github.io;['pinned', 'security']
0;makaroniame;makaroniame.github.io;
8;makaroniame;makaroniame.github.io;
5;makaroniame;makaroniame.github.io;
2;makaroniame;makaroniame.github.io;
4;PowerShell;xJea;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;exercism;xelixir;
6;rsv1925;rsv1925.github.io;
5;PowerShell;xSCSR;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
0;betaflight;docker-betaflight-build;['BUG', 'Feature Request', 'Pinned', 'confirmed']
9;betaflight;docker-betaflight-build;['BUG', 'Feature Request', 'Pinned', 'confirmed']
9;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
9;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
4;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
3;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
7;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
0;saltstack;salt;['pinned', 'security']
5;saltstack;salt;['pinned', 'security']
1;saltstack;salt;['pinned', 'security']
8;saltstack;salt;['pinned', 'security']
2;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
6;saltstack;salt;['pinned', 'security']
