A;owner;project_name;exempt_labels
5;storybooks;storybook;['todo', 'ready']
2;storybooks;storybook;['todo', 'ready']
8;storybooks;storybook;['todo', 'ready']
8;storybooks;storybook;['todo', 'ready']
1;storybooks;storybook;['todo', 'ready']
9;storybooks;storybook;['todo', 'ready']
3;storybooks;storybook;['todo', 'ready']
0;storybooks;storybook;['todo', 'ready']
2;storybooks;storybook;['todo', 'ready']
2;storybooks;storybook;['todo', 'ready']
4;LinioIT;common;['pinned', 'security']
0;PowerShell;xSCSMA;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;PowerShell;xSystemSecurity;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;coliff;bootstrap-ie8;['pinned', 'security']
9;coliff;bootstrap-ie8;['pinned', 'security']
5;coliff;bootstrap-ie8;['pinned', 'security']
7;jshjohnson;Choices;['pinned', 'security']
6;jshjohnson;Choices;['pinned', 'security', 'feature request']
7;typo3-themes;theme_bootstrap_appstrap;
3;feathersjs;feathers-rx;['greenkeeper', 'bug', 'security', 'enhancement']
5;andreipitis;ASPVideoPlayer;['pinned', 'security', 'bug', 'enhancement']
9;DemonWav;IntelliJBukkitSupport;
0;DemonWav;IntelliJBukkitSupport;
0;DemonWav;IntelliJBukkitSupport;
7;DemonWav;IntelliJBukkitSupport;
7;DemonWav;IntelliJBukkitSupport;
9;DemonWav;IntelliJBukkitSupport;
6;DemonWav;IntelliJBukkitSupport;
9;getantibody;antibody;['pinned', 'security']
0;athaynes;AuditPolicyDsc;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
1;gocraft;dbr;['pinned', 'security', 'confirmed']
1;jekyll-fr;jekyll-fr.github.io;['pinned', 'security']
9;jekyll-fr;jekyll-fr.github.io;['pinned', 'security']
8;mattstratton;bowie;['pinned', 'security']
6;PowerShell;xActiveDirectory;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;PowerShell;xActiveDirectory;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;PowerShell;xActiveDirectory;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
0;PowerShell;xExchange;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;DataDog;integrations-extras;['security']
5;DataDog;integrations-extras;['security']
0;DataDog;integrations-extras;['security']
2;eruizdechavez;grunt-string-replace;['pinned', 'security']
9;eruizdechavez;grunt-string-replace;['pinned', 'security']
7;spotify;docker-gc;['pinned', 'security']
0;spotify;docker-gc;['pinned', 'security']
9;McJty;compatlayer;['confirmed']
4;cleanflight;cleanflight;['Blocking', 'BUG', 'confirmed']
2;cleanflight;cleanflight;['BUG', 'Pinned', 'confirmed']
0;cleanflight;cleanflight;['BUG', 'Pinned', 'confirmed']
5;cleanflight;cleanflight;['BUG', 'Feature Request', 'Pinned', 'confirmed']
7;cleanflight;cleanflight;['BUG', 'Feature Request', 'Pinned', 'confirmed']
4;cleanflight;cleanflight;['BUG', 'Feature Request', 'Pinned', 'confirmed']
9;cleanflight;cleanflight;['BUG', 'Feature Request', 'Pinned', 'confirmed']
2;moonlight-stream;moonlight-ios;['accepted', 'bug', 'enhancement', 'meta']
5;yacir;YBSlantedCollectionViewLayout;['crash', 'feature']
9;localheinz;test-util;
7;localheinz;test-util;
1;hypothesis;via;
8;hypothesis;via;
2;PowerShell;xAdcsDeployment;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;PowerShell;xAdcsDeployment;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;toastdriven;pysolr;['pinned', 'security']
2;toastdriven;pysolr;['pinned', 'security']
6;toastdriven;pysolr;['pinned', 'security']
0;McJty;DeepResonance;['confirmed']
8;fcrespo82;atom-markdown-table-formatter;['pinned', 'security']
5;fcrespo82;atom-markdown-table-formatter;['pinned', 'security', 'enhancement']
5;ubuntu;conjure-up;['pinned', 'security', 'documentation']
0;ubuntu;conjure-up;['pinned', 'security', 'documentation', 'enhancement']
2;ubuntu;conjure-up;['pinned', 'security', 'documentation', 'enhancement', 'bug']
2;lildude;phpZenfolio;['pinned', 'security']
3;react-native-sensors;react-native-sensors;
7;nelson6e65;php_nml;['wip', 'approved']
9;nelson6e65;php_nml;['wip', 'approved']
4;pmviva;mention_system;['pinned', 'security']
2;vcidst;vcidst.github.io;['pinned', 'security']
4;vcidst;vcidst.github.io;['pinned', 'security']
3;vcidst;vcidst.github.io;
5;vcidst;vcidst.github.io;
2;vcidst;vcidst.github.io;
8;vcidst;vcidst.github.io;
3;vcidst;vcidst.github.io;
2;vcidst;vcidst.github.io;
7;vcidst;vcidst.github.io;
1;vcidst;vcidst.github.io;
4;vcidst;vcidst.github.io;
4;vcidst;vcidst.github.io;
2;vcidst;vcidst.github.io;
1;vcidst;vcidst.github.io;
3;vcidst;vcidst.github.io;
4;michel-kraemer;bson4jackson;['pinned', 'security', 'confirmed', 'planned']
6;LIISim;liisim.github.io;['pinned', 'security']
4;LIISim;liisim.github.io;['pinned', 'security']
4;LIISim;liisim.github.io;
7;LIISim;liisim.github.io;
9;blacktop;go-malice;['pinned', 'security']
5;gorilla;csrf;['v2', 'needs-review', 'work-required']
6;cesarferreira;drone;['pinned', 'security']
3;cesarferreira;drone;['pinned', 'security']
2;instagrambot;instabot;['pinned', 'security']
3;instagrambot;instabot;['pinned', 'security', 'bug']
9;instagrambot;instabot;['pinned', 'security', 'bug', 'enhancement']
6;rimusz;helm-charts;
8;rimusz;helm-charts;
4;bazzite;nativescript-vibrate;['pinned', 'security']
0;gorilla;handlers;['v2', 'needs-review', 'work-required']
7;ssbc;examples;['pinned', 'security']
4;auth0-extensions;auth0-source-control-extension-tools;
3;feathersjs;feathers-memory;['greenkeeper', 'bug', 'security', 'enhancement']
6;anarchicknight;nativescript-vibrate;['pinned', 'security']
1;goern;mattermost-openshift;['security']
8;ScriptonBasestar-Lib;sb-tool-jvm;['Confirmed Bug', 'Needs Milestone']
5;ScriptonBasestar-Lib;sb-tool-jvm;
0;SilentChaos512;SilentGems;['pinned', 'security', 'confirmed']
4;SilentChaos512;SilentGems;['pinned', 'security', 'confirmed']
4;SilentChaos512;SilentGems;['pinned', 'security', 'confirmed']
1;atom;atom;['security', 'triaged']
3;atom;atom;['regression', 'security', 'triaged']
8;atom;atom;['regression', 'security', 'triaged']
9;atom;atom;['regression', 'security', 'triaged']
9;atom;atom;['regression', 'security', 'triaged']
5;atom;atom;['regression', 'security', 'triaged']
7;atom;atom;['regression', 'security', 'triaged']
6;atom;atom;['regression', 'security', 'triaged']
1;atom;atom;['regression', 'security', 'triaged']
4;atom;atom;['regression', 'security', 'triaged']
6;atom;atom;['regression', 'security', 'triaged']
2;atom;atom;['regression', 'security', 'triaged']
7;atom;atom;['regression', 'security', 'triaged']
9;atom;atom;['regression', 'security', 'triaged']
1;atom;atom;['regression', 'security', 'triaged']
7;atom;atom;['regression', 'security', 'triaged']
3;atom;atom;['regression', 'security', 'triaged']
6;atom;atom;['regression', 'security', 'triaged']
2;atom;atom;['regression', 'security', 'triaged']
8;atom;atom;['regression', 'security', 'triaged']
8;atom;atom;['regression', 'security', 'triaged']
0;atom;atom;['regression', 'security', 'triaged']
2;SilentChaos512;ScalingHealth;['pinned', 'security', 'confirmed']
5;SilentChaos512;ScalingHealth;['pinned', 'security', 'confirmed']
2;SilentChaos512;ScalingHealth;['pinned', 'security', 'confirmed']
0;klen;python-mode;['pinned', 'security']
7;stevenschobert;instafeed.js;['pinned', 'security']
2;IntellectualCrafters;PlotSquared;
7;IntellectualCrafters;PlotSquared;
4;feathersjs;feathers-rethinkdb;['greenkeeper', 'bug', 'security', 'enhancement']
9;vincentriemer;io-808;['pinned', 'security']
7;ssbc;patchbay;['pinned', 'security']
4;ssbc;patchbay;['pinned', 'security']
1;chainer;chainer;['bug']
2;chainer;chainer;['bug']
0;chainer;chainer;['bug']
5;chainer;chainer;['bug']
5;chainer;chainer;['bug']
4;chainer;chainer;['bug']
9;chainer;chainer;['bug']
4;chainer;chainer;['bug']
8;chainer;chainer;['bug']
2;chainer;chainer;['bug']
8;chainer;chainer;['bug']
9;chainer;chainer;['bug']
7;chainer;chainer;['bug']
0;chainer;chainer;['bug']
6;chainer;chainer;['bug']
9;chainer;chainer;['bug']
0;chainer;chainer;['bug']
4;chainer;chainer;['bug']
9;chainer;chainer;['bug']
2;chainer;chainer;['bug']
0;chainer;chainer;['bug']
5;chainer;chainer;['roadmap', 'bug']
7;chainer;chainer;['roadmap', 'bug']
3;chainer;chainer;['roadmap', 'bug']
6;chainer;chainer;['roadmap', 'bug']
7;chainer;chainer;['roadmap', 'bug']
8;chainer;chainer;['roadmap', 'bug']
3;chainer;chainer;['roadmap', 'bug']
4;chainer;chainer;['roadmap', 'bug']
4;chainer;chainer;['roadmap', 'bug']
6;chainer;chainer;['roadmap', 'bug']
8;chainer;chainer;['roadmap', 'bug']
0;chainer;chainer;['roadmap', 'bug']
0;chainer;chainer;['roadmap', 'bug']
0;chainer;chainer;['roadmap', 'bug']
4;chainer;chainer;['roadmap', 'bug']
1;chainer;chainer;['roadmap', 'bug']
6;chainer;chainer;['roadmap', 'bug']
8;dudok;dudok.github.io;['pinned', 'security']
0;MysteriumNetwork;node;['pinned', 'security']
5;MysteriumNetwork;node;['pinned', 'security']
0;MysteriumNetwork;node;['pinned', 'security']
6;MysteriumNetwork;node;['pinned', 'security']
4;MysteriumNetwork;node;['pinned', 'security']
0;MysteriumNetwork;node;['pinned', 'security']
8;MysteriumNetwork;node;['pinned', 'security']
8;MysteriumNetwork;node;['pinned', 'security']
7;spike-lab;spike-lab.github.io;
2;exercism;xperl5;
2;exercism;xperl5;['pinned', 'security']
5;exercism;xperl5;['pinned', 'security']
1;nnadeau;pybotics;
7;nnadeau;pybotics;
9;nnadeau;pybotics;
8;nnadeau;pybotics;
3;nnadeau;pybotics;
5;nnadeau;pybotics;
0;nnadeau;pybotics;
5;nnadeau;pybotics;
1;nnadeau;pybotics;
2;nnadeau;pybotics;
2;nnadeau;pybotics;
6;nnadeau;pybotics;
9;nnadeau;pybotics;
1;node-serialport;node-serialport;['never-stale', 'docs', 'bug', 'feature-request', 'help-wanted']
0;node-serialport;node-serialport;['never-stale', 'docs', 'bug', 'feature-request', 'help-wanted']
2;checkr;codeflow;['pinned', 'security', 'wip', 'confirmed']
6;PowerShell;xCredSSP;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;ssbc;secure-scuttlebutt;['pinned', 'security']
8;ssbc;secure-scuttlebutt;['pinned', 'security']
9;ssbc;secure-scuttlebutt;['pinned', 'security']
7;ssbc;secure-scuttlebutt;['pinned', 'security']
6;kura;hauntr;
6;ZoneMinder;ZoneMinder;
3;ZoneMinder;ZoneMinder;
1;ZoneMinder;ZoneMinder;
5;ZoneMinder;ZoneMinder;
1;ZoneMinder;ZoneMinder;
2;ZoneMinder;ZoneMinder;
9;ZoneMinder;ZoneMinder;
0;WoLpH;numpy-stl;['todo', 'pinned', 'security']
5;WoLpH;numpy-stl;['in-progress', 'help-wanted', 'pinned', 'security']
8;WoLpH;numpy-stl;['in-progress', 'help-wanted', 'pinned', 'security', 'enhancement']
9;WoLpH;numpy-stl;['in-progress', 'help-wanted', 'pinned', 'security', 'enhancement']
4;raphael;goa;['pinned', 'security']
3;raphael;goa;['pinned', 'security']
9;KevinKelley;KevinKelley.github.io;['pinned', 'security']
5;apache;incubator-airflow;['pinned', 'security', 'confirmed']
7;apache;incubator-airflow;['pinned', 'security', 'confirmed']
3;apache;incubator-airflow;['pinned', 'security', 'confirmed']
4;pathawks;jekyll-commonmark;['pinned', 'security']
3;kura;pelican_vimeo;
8;exercism;xlua;['pinned', 'security', 'good first patch']
5;nozzle;react-static;['pinned', 'security']
1;serverspec;serverspec;['pinned', 'security']
1;SebastianM;angular-google-maps;['pinned', 'security']
7;clostra;dcdn;['pinned', 'security']
9;clostra;dcdn;['pinned', 'security']
3;request;request;['greenkeeper']
0;request;request;['greenkeeper']
8;request;request;['greenkeeper', 'neverstale']
6;request;request;['greenkeeper', 'neverstale']
5;request;request;['greenkeeper', 'neverstale', 'bug']
1;buildbot;buildbot;
5;buildbot;buildbot;
7;buildbot;buildbot;
0;buildbot;buildbot;
7;auth0;auth0-logs-to-loggly;
2;howdyai;botkit;['bug', 'next_release']
8;howdyai;botkit;['bug', 'next_release', 'platform request']
0;howdyai;botkit;['bug', 'next_release', 'platform request']
3;wso2-dev;product-device-cloud;['in progress']
5;wso2-dev;product-device-cloud;['in progress']
4;wso2-dev;product-device-cloud;['in progress']
6;wso2-dev;product-device-cloud;
7;wso2-dev;product-device-cloud;
7;wso2-dev;product-device-cloud;
6;wso2-dev;product-device-cloud;
3;PowerShell;xPendingReboot;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
7;apereo;cas;['confirmed']
7;apereo;cas;['confirmed']
9;apereo;cas;['confirmed']
9;apereo;cas;['confirmed']
9;apereo;cas;['confirmed']
9;apereo;cas;['confirmed']
6;apereo;cas;['confirmed']
9;samvera;hyrax;['pinned', 'security']
6;samvera;hyrax;['pinned', 'security']
5;samvera;hyrax;['pinned', 'security']
8;samvera;hyrax;['pinned', 'security']
1;samvera;hyrax;['pinned', 'security']
7;nicolaiarocci;eve-swagger;
1;timedreamer;timedreamer.github.io;['pinned', 'security']
8;timedreamer;timedreamer.github.io;['pinned', 'security']
7;timedreamer;timedreamer.github.io;
6;timedreamer;timedreamer.github.io;
9;timedreamer;timedreamer.github.io;
4;timedreamer;timedreamer.github.io;
4;exercism;xruby;
9;exercism;xruby;
1;exercism;xruby;['pinned', 'security']
0;exercism;xruby;['pinned', 'security']
0;apollographql;react-apollo;['pinned', 'security', 'enhancement']
5;apollographql;react-apollo;['pinned', 'security', 'enhancement']
6;apollographql;react-apollo;['pinned', 'security', 'enhancement']
8;apollographql;react-apollo;['feature', 'security', 'enhancement']
7;sapcc;kubernikus;['pinned', 'security']
8;sapcc;kubernikus;['pinned', 'security']
7;DemonWav;MinecraftDev;
4;DemonWav;MinecraftDev;
8;DemonWav;MinecraftDev;
3;DemonWav;MinecraftDev;
1;DemonWav;MinecraftDev;
6;DemonWav;MinecraftDev;
4;DemonWav;MinecraftDev;
2;Catel;Catel.Fody;['pinned', 'security']
2;Catel;Catel.Fody;['pinned', 'security']
2;Catel;Catel.Fody;['pinned', 'security', 'planned', 'nostale']
8;Catel;Catel.Fody;['pinned', 'security', 'planned', 'nostale']
1;mezz;JustEnoughItems;['enhancement', 'bug']
4;Samfox2;homebridge-videodoorbell;['pinned', 'security', 'bug']
7;mukeshsolanki;country-picker-android;['pinned', 'security', 'enchangements']
2;mukeshsolanki;country-picker-android;['pinned', 'security', 'enchangements']
0;mukeshsolanki;country-picker-android;
1;nolimits4web;Framework7;['Feature Request', 'Enhancement', 'In Progress']
8;nolimits4web;Framework7;['Feature Request', 'Enhancement', 'In Progress']
1;nolimits4web;Framework7;['Feature Request', 'Enhancement', 'In Progress']
9;nolimits4web;Framework7;['Feature Request', 'Enhancement', 'In Progress', 'Bug confirmed']
2;nolimits4web;Framework7;['Feature Request', 'Enhancement', 'In Progress', 'Bug confirmed']
1;ssbc;packet-stream;['pinned', 'security']
2;angular-ui;ng-grid;['help wanted', 'good first issue']
6;PowerShell;xRemoteDesktopAdmin;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;PX4;Firmware;['priority-crtical', 'security', 'confirmed']
6;viddo;recent-files-fuzzy-finder;['pinned']
5;viddo;recent-files-fuzzy-finder;
2;clarkbw;jest-localstorage-mock;['pinned', 'security']
5;clarkbw;jest-localstorage-mock;['pinned', 'security']
9;kura;ghastly;
6;raulriera;TextFieldEffects;['pinned']
9;xCss;Valine;
8;paramaggarwal;react-dropzone;['BREAKING CHANGE', 'React Dropzone Maintaners']
6;paramaggarwal;react-dropzone;['BREAKING CHANGE', 'React Dropzone Maintaners']
9;paramaggarwal;react-dropzone;['BREAKING CHANGE', 'in progress', 'React Dropzone Maintaners']
2;Daltron;NotificationBanner;['pinned', 'security']
3;strongloop;loopback-faq-user-management;['pinned', 'security', 'critical', 'p1', 'major']
2;ropensci;screencasts;['pinned', 'security']
1;getinsomnia;insomnia;['High Priority', 'Needs PR', 'Help Wanted', 'Blocked']
1;getinsomnia;insomnia;['High Priority', 'Needs PR', 'Help Wanted', 'Blocked']
7;getinsomnia;insomnia;['High Priority', 'Accepted', 'Help Wanted', 'Blocked', 'Bug']
9;getinsomnia;insomnia;['High Priority', 'Accepted', 'Help Wanted', 'Needs Discussion', 'Blocked', 'Bug']
2;giulio92;GLExtendedWebView;['crash']
5;giulio92;GLExtendedWebView;['crash']
7;PowerShell;xDismFeature;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;fszlin;certes;['pinned']
6;LanikSJ;ubo-filters;['pinned', 'security']
3;dowjones;react-dropdown-tree-select;['pinned', 'security', 'wip']
6;dowjones;react-dropdown-tree-select;['pinned', 'security', 'wip']
7;dowjones;react-dropdown-tree-select;['pinned', 'security', 'wip']
3;dowjones;react-dropdown-tree-select;['pinned', 'security', 'wip', 'help wanted', 'needs investigation']
3;PowerShell;xFirefox;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
9;alexanderepstein;Bash-Snippets;['New Component']
2;Moya;Moya;
4;Moya;Moya;
8;Moya;Moya;
8;Moya;Moya;
0;Moya;Moya;
1;Moya;Moya;
7;Moya;Moya;
1;Moya;Moya;
5;Moya;Moya;
3;Moya;Moya;
0;Moya;Moya;
3;Moya;Moya;
8;Moya;Moya;
8;Moya;Moya;
8;Moya;Moya;
9;Moya;Moya;
1;Moya;Moya;
7;Moya;Moya;
8;Moya;Moya;
5;Moya;Moya;
9;Moya;Moya;
4;Moya;Moya;
7;Moya;Moya;
1;Moya;Moya;
8;Moya;Moya;
9;Moya;Moya;
9;Moya;Moya;
8;Moya;Moya;
8;Moya;Moya;
2;Moya;Moya;
3;Moya;Moya;
2;spotify;luigi;['pinned', 'security']
4;spotify;docker-maven-plugin;['pinned', 'security']
1;spotify;docker-maven-plugin;['pinned', 'security']
0;PowerShell;xDhcpServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;BillyBlaze;OctoPrint-TouchUI;['help wanted', 'up for grabs', 'fixed', 'confirmed']
3;BillyBlaze;OctoPrint-TouchUI;['help wanted', 'up for grabs', 'fixed', 'confirmed', 'pending']
0;BillyBlaze;OctoPrint-TouchUI;['help wanted', 'up for grabs', 'fixed', 'confirmed', 'pending']
8;monterail;vue-multiselect;['pinned', 'security']
6;monterail;vue-multiselect;['pinned', 'security', 'enhancement']
4;cucumber;cucumber-ruby;['Slow Burner']
8;cucumber;cucumber-ruby;['Slow Burner']
8;cucumber;cucumber-ruby;['Slow Burner']
4;cucumber;cucumber-ruby;['Slow Burner']
8;cucumber;cucumber-ruby;['Slow Burner']
3;cucumber;cucumber-ruby;['Slow Burner']
6;cucumber;cucumber-ruby;['Slow Burner']
6;cucumber;cucumber-ruby;['Slow Burner']
4;cucumber;cucumber-ruby;['Slow Burner']
9;cucumber;cucumber-ruby;['Slow Burner']
6;pages-themes;slate;['pinned', 'security']
4;nteract;composition;['pinned', 'security']
6;nteract;composition;['pinned', 'security']
4;nteract;composition;['pinned', 'security']
0;nteract;composition;['pinned', 'security']
6;nteract;composition;['pinned', 'security']
9;nteract;composition;['pinned', 'security']
2;nteract;composition;['pinned', 'security']
5;nteract;composition;['pinned', 'security']
8;nteract;composition;['pinned', 'security']
1;nteract;composition;['pinned', 'security']
4;feathersjs;feathers-sequelize;['greenkeeper', 'bug', 'security', 'enhancement']
7;agrc;agrc.github.io;['pinned', 'security']
7;LinioIT;queue;['pinned', 'security']
4;bortek;EZ-WifiBroadcast;['enhancement']
7;lildude;phpSmug;['pinned', 'security']
1;lildude;phpSmug;['pinned', 'security', 'enhancement']
3;lildude;phpSmug;['pinned', 'security', 'enhancement', 'defect']
8;lildude;phpSmug;['pinned', 'security', 'enhancement', 'defect']
9;framework7io;Framework7;['Feature Request', 'Enhancement', 'In Progress']
0;framework7io;Framework7;['Feature Request', 'Enhancement', 'In Progress']
7;framework7io;Framework7;['Feature Request', 'Enhancement', 'In Progress']
1;framework7io;Framework7;['Feature Request', 'Enhancement', 'In Progress', 'Bug confirmed']
2;framework7io;Framework7;['Feature Request', 'Enhancement', 'In Progress', 'Bug confirmed']
4;wix;react-native-navigation;
5;wix;react-native-navigation;
7;obiba;jennite;['improvement', 'security']
2;pathawks;Jekyll-CMark;['pinned', 'security']
6;RasaHQ;rasa_core;['enhancement', 'discussion']
1;RasaHQ;rasa_core;['enhancement', 'discussion']
0;RasaHQ;rasa_core;['enhancement', 'discussion']
7;RasaHQ;rasa_core;['enhancement', 'discussion']
4;RasaHQ;rasa_core;['enhancement', 'discussion']
5;RasaHQ;rasa_core;['enhancement', 'discussion']
9;RasaHQ;rasa_core;['enhancement', 'discussion']
9;stoelzle;pdfify-node;
9;stoelzle;pdfify-node;
6;codl;forget;
4;codl;forget;
1;cherrypy;cheroot;['pinned', 'security', 'bug']
8;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
0;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
8;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
4;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
3;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
2;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
4;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
7;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
3;Laravel-Backpack;crud;['pinned', 'security', 'feature', 'urgent', 'ready', 'working on it', 'bug']
8;express-labs;pure-react-carousel;['pinned', 'security']
9;express-labs;pure-react-carousel;['pinned', 'security', 'work in progress', 'help wanted']
9;express-labs;pure-react-carousel;['pinned', 'security', 'work in progress', 'help wanted', 'under investigation']
0;martincostello;credit-card-splitter;['blocked', 'pinned', 'security']
7;martincostello;credit-card-splitter;['blocked', 'pinned', 'security']
7;xt0rted;Nancy.Validation.DataAnnotations.Extensions;
6;standard;standard;['accepted', 'bug', 'enhancement']
3;standard;standard;['accepted', 'bug', 'enhancement']
8;standard;standard;['accepted', 'bug', 'enhancement', 'meta']
5;coreos;clair;
8;coreos;clair;
6;obiba;mica2;['improvement', 'security']
5;obiba;mica2;['pinned', 'improvement', 'security']
4;kura;kura.io;
5;zooniverse;Panoptes-Front-End;['pinned', 'security']
8;zooniverse;Panoptes-Front-End;['pinned', 'security', 'lintott-trouille']
7;zooniverse;Panoptes-Front-End;['pinned', 'security', 'lintott-trouille']
5;zooniverse;Panoptes-Front-End;['pinned', 'security', 'lintott-trouille', 'help wanted']
5;zooniverse;Panoptes-Front-End;['pinned', 'security', 'lintott-trouille', 'help wanted']
1;PlagueHO;cDFS;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;PlagueHO;cDFS;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;PlagueHO;cDFS;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;PlagueHO;cDFS;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;poooi;poi;['pinned', 'security', 'confirmed']
0;poooi;poi;['pinned', 'security', 'confirmed']
9;poooi;poi;['pinned', 'security', 'confirmed']
1;SlvrEagle23;AzuraCast;
1;SlvrEagle23;AzuraCast;
5;meetfranz;franz;['pinned', 'security']
1;meetfranz;franz;['blocker', 'security']
7;meetfranz;franz;['blocker', 'security']
9;meetfranz;franz;['blocker', 'security']
1;meetfranz;franz;['blocker', 'security', 'feature request', 'bug']
4;facebookincubator;create-react-app;
5;facebookincubator;create-react-app;
1;facebookincubator;create-react-app;
2;facebookincubator;create-react-app;
5;exercism;python;['pinned', 'security']
3;exercism;python;['discussion', 'pinned']
1;exercism;python;['discussion', 'pinned', 'epic', 'enhancement', 'beginner friendly']
4;exercism;python;['discussion', 'pinned', 'epic', 'enhancement', 'beginner friendly', 'awaiting review']
0;feathersjs;feathers-batch;['greenkeeper', 'bug', 'security', 'enhancement']
0;naver;pinpoint;
4;auth0-extensions;auth0-authentication-api-debugger-extension;
1;probot;probot;['pinned', 'security']
3;probot;probot;['pinned', 'security']
8;probot;probot;['pinned', 'security']
4;cjohansen;Sinon.JS;['pinned', 'security']
1;cjohansen;Sinon.JS;['pinned', 'security']
0;poldracklab;fmriprep;['pinned', 'security']
6;poldracklab;fmriprep;['pinned', 'security', 'feature', 'help wanted', 'low priority']
5;poldracklab;fmriprep;['pinned', 'security', 'feature', 'help wanted', 'low priority']
4;poldracklab;fmriprep;['pinned', 'security']
7;poldracklab;fmriprep;['pinned', 'security', 'feature', 'help wanted', 'low priority']
8;poldracklab;fmriprep;['pinned', 'security', 'feature', 'help wanted', 'low priority']
5;poldracklab;fmriprep;['pinned', 'security', 'feature', 'help wanted', 'low priority']
5;estahn;phpunit-json-assertions;['pinned', 'security']
5;spotify;docker-client;['pinned', 'security']
8;spotify;docker-client;['pinned', 'security']
0;feathersjs;feathers-localstorage;['greenkeeper', 'bug', 'security', 'enhancement']
1;PowerShell;xChrome;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;martincostello;adventofcode;['blocked', 'pinned', 'security']
8;martincostello;adventofcode;['blocked', 'pinned', 'security']
0;Linuxbrew;homebrew-core;['gsoc-outreachy', 'help wanted', 'in progress']
4;Linuxbrew;homebrew-core;['gsoc-outreachy', 'help wanted', 'in progress']
9;gho-ramos;GRTextField;['pinned', 'security']
1;gho-ramos;GRTextField;['pinned', 'security']
4;gho-ramos;GRTextField;['pinned', 'security']
5;gho-ramos;GRTextField;['pinned', 'security']
4;gho-ramos;GRTextField;['pinned', 'security']
2;gho-ramos;GRTextField;['pinned', 'security']
6;agrc;gis.utah.gov;['pinned', 'security']
4;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
8;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
2;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
0;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
1;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
8;bkimminich;juice-shop;['bounty', 'challenge', 'enhancement', 'technical debt']
